日期,平台,版本,一级页面,页面,分项,标签id,一级点击率,一级页曝光,一级页点击
20210827,android,分类标签页-一级页,免费,男生,风格,total,0.1263267429760666,4805,607
20210827,android,分类标签页-一级页,全部,女生,人物,total,0.14556754988550866,3057,445
20210827,android,分类标签页-一级页,全部,女生,全部分类,total,0.535247256876597,13306,7122
20210827,android,分类标签页-一级页,全部,女生,情节,total,0.2339244133978148,5583,1306
20210827,android,分类标签页-一级页,全部,女生,热门,total,0.13786569652872518,13194,1819
20210827,android,分类标签页-一级页,全部,女生,风格,total,0.25,2032,508
20210827,android,分类标签页-一级页,全部,男生,人物,total,0.1976364659538548,8885,1756
20210827,android,分类标签页-一级页,全部,男生,全部分类,total,0.621269035532995,39400,24478
20210827,android,分类标签页-一级页,全部,男生,流派,total,0.38718505996941155,12423,4810
20210827,android,分类标签页-一级页,全部,男生,热门,total,0.17775642565457603,37467,6660
20210827,android,分类标签页-一级页,全部,男生,风格,total,0.1935429628384059,5947,1151
20210827,android,分类标签页-查看更多,二级页,二级页,二级页,total,0.822708919613361,8173,6724
20210827,ios,书库,全部,女生,人物,total,0.36363636363636365,11,4
20210827,ios,书库,全部,女生,情节,total,0.41379310344827586,29,12
20210827,ios,书库,全部,女生,风格,total,0.75,4,3
20210827,ios,书库,全部,男生,人物,total,0.09090909090909091,22,2
20210827,ios,书库,全部,男生,流派,total,0.45901639344262296,61,28
20210827,ios,书库,全部,男生,风格,total,0.16666666666666666,6,1
20210827,ios,分类标签页-一级页,免费,女生,人物,total,0.15118110236220472,635,96
20210827,ios,分类标签页-一级页,免费,女生,全部分类,total,0.27959649790635704,5254,1469
20210827,ios,分类标签页-一级页,免费,女生,情节,total,0.10388580491673276,2522,262
20210827,ios,分类标签页-一级页,免费,女生,热门,total,0.06286911792722423,5249,330
20210827,ios,分类标签页-一级页,免费,女生,风格,total,0.22748815165876776,422,96
20210827,ios,分类标签页-一级页,免费,男生,人物,total,0.12142038946162657,873,106
20210827,ios,分类标签页-一级页,免费,男生,全部分类,total,0.22941596713698875,11198,2569
20210827,ios,分类标签页-一级页,免费,男生,情节,total,0.0,1,0
20210827,ios,分类标签页-一级页,免费,男生,流派,total,0.22456140350877193,1425,320
20210827,ios,分类标签页-一级页,免费,男生,热门,total,0.044390853876384424,11196,497
20210827,ios,分类标签页-一级页,免费,男生,风格,total,0.08809135399673736,613,54
20210827,ios,分类标签页-一级页,全部,女生,人物,total,0.11442006269592477,638,73
20210827,ios,分类标签页-一级页,全部,女生,全部分类,total,0.37863860277653383,4466,1691
20210827,ios,分类标签页-一级页,全部,女生,情节,total,0.16970091027308193,1538,261
20210827,ios,分类标签页-一级页,全部,女生,流派,total,0.0,2,0
20210827,ios,分类标签页-一级页,全部,女生,热门,total,0.07963212202781517,4458,355
20210827,ios,分类标签页-一级页,全部,女生,风格,total,0.20147420147420148,407,82
20210827,ios,分类标签页-一级页,全部,男生,人物,total,0.17570215545395165,1531,269
20210827,ios,分类标签页-一级页,全部,男生,全部分类,total,0.4348148835482973,10777,4686
20210827,ios,分类标签页-一级页,全部,男生,情节,total,0.0,5,0
20210827,ios,分类标签页-一级页,全部,男生,流派,total,0.30027051397655546,2218,666
20210827,ios,分类标签页-一级页,全部,男生,热门,total,0.09663358991004359,10783,1042
20210827,ios,分类标签页-一级页,全部,男生,风格,total,0.16180620884289745,1063,172
20210827,ios,分类标签页-查看更多,二级页,二级页,二级页,total,0.8501469147894222,1021,868
20210828,android,书库,免费,女生,人物,total,0.3286661753868828,1357,446
20210828,android,书库,免费,女生,情节,total,0.5724762726488352,2318,1327
20210828,android,书库,免费,女生,热门,total,0.21541155866900175,2284,492
20210828,android,书库,免费,女生,风格,total,0.17182817182817184,1001,172
20210828,android,书库,免费,男生,人物,total,0.11731336510097572,4407,517
20210828,android,书库,免费,男生,流派,total,0.4945878434637802,4804,2376
20210828,android,书库,免费,男生,热门,total,0.35475036865388665,4747,1684
20210828,android,书库,免费,男生,风格,total,0.10904392764857881,1935,211
20210828,android,书库,全部,女生,人物,total,0.3354192740926158,1598,536
20210828,android,书库,全部,女生,情节,total,0.6449874236435501,2783,1795
20210828,android,书库,全部,女生,热门,total,0.1478102189781022,2740,405
20210828,android,书库,全部,女生,风格,total,0.21875,800,175
20210828,android,书库,全部,男生,人物,total,0.26179018286814243,3117,816
20210828,android,书库,全部,男生,流派,total,0.5636001328462305,9033,5091
20210828,android,书库,全部,男生,热门,total,0.3724478348665021,8914,3320
20210828,android,书库,全部,男生,风格,total,0.220162224797219,1726,380
20210828,android,分类标签页-一级页,免费,女生,人物,total,0.18364811133200795,4024,739
20210828,android,分类标签页-一级页,免费,女生,全部分类,total,0.43348999313513226,18937,8209
20210828,android,分类标签页-一级页,免费,女生,情节,total,0.20374943870678042,8908,1815
20210828,android,分类标签页-一级页,免费,女生,热门,total,0.11500828744051757,18703,2151
20210828,android,分类标签页-一级页,免费,女生,风格,total,0.1768756795940558,2759,488
20210828,android,分类标签页-一级页,免费,男生,人物,total,0.16418563922942206,6852,1125
20210828,android,分类标签页-一级页,免费,男生,全部分类,total,0.38204892486378617,44599,17039
20210828,android,分类标签页-一级页,免费,男生,流派,total,0.3263093289689034,9776,3190
20210828,android,分类标签页-一级页,免费,男生,热门,total,0.10461266828514677,40779,4266
20210828,android,分类标签页-一级页,免费,男生,风格,total,0.11783507351374388,4693,553
20210828,android,分类标签页-一级页,全部,女生,人物,total,0.14156723637536278,3101,439
20210828,android,分类标签页-一级页,全部,女生,全部分类,total,0.5242428877332518,13076,6855
20210828,android,分类标签页-一级页,全部,女生,情节,total,0.235773831098224,5518,1301
20210828,android,分类标签页-一级页,全部,女生,热门,total,0.13799753162604134,12964,1789
20210828,android,分类标签页-一级页,全部,女生,风格,total,0.25170731707317073,2050,516
20210828,android,分类标签页-一级页,全部,男生,人物,total,0.2035225048923679,8687,1768
20210828,android,分类标签页-一级页,全部,男生,全部分类,total,0.6175425234831176,39390,24325
20210828,android,分类标签页-一级页,全部,男生,流派,total,0.388169752580698,12206,4738
20210828,android,分类标签页-一级页,全部,男生,热门,total,0.1760525753366104,37432,6590
20210828,android,分类标签页-一级页,全部,男生,风格,total,0.20355356218733828,5797,1180
20210828,android,分类标签页-查看更多,二级页,二级页,二级页,total,0.8287404051843463,7947,6586
20210828,ios,书库,全部,女生,人物,total,0.16666666666666666,6,1
20210828,ios,书库,全部,女生,情节,total,0.46153846153846156,26,12
20210828,ios,书库,全部,女生,风格,total,0.0,3,0
20210828,ios,书库,全部,男生,人物,total,0.25,20,5
20210828,ios,书库,全部,男生,流派,total,0.6666666666666666,60,40
20210828,ios,书库,全部,男生,风格,total,0.3333333333333333,9,3
20210828,ios,分类标签页-一级页,免费,女生,人物,total,0.12286158631415241,643,79
20210828,ios,分类标签页-一级页,免费,女生,全部分类,total,0.2852401405700898,5122,1461
20210828,ios,分类标签页-一级页,免费,女生,情节,total,0.09354575163398693,2448,229
20210828,ios,分类标签页-一级页,免费,女生,热门,total,0.056673832323627125,5117,290
20210828,ios,分类标签页-一级页,免费,女生,风格,total,0.21232876712328766,438,93
20210828,ios,分类标签页-一级页,免费,男生,人物,total,0.11194029850746269,804,90
20210828,ios,分类标签页-一级页,免费,男生,全部分类,total,0.23453707260852863,10412,2442
20210828,ios,分类标签页-一级页,免费,男生,情节,total,0.0,4,0
20210828,ios,分类标签页-一级页,免费,男生,流派,total,0.23187311178247735,1324,307
20210828,ios,分类标签页-一级页,免费,男生,热门,total,0.04561605685201191,10413,475
20210828,ios,分类标签页-一级页,免费,男生,风格,total,0.07513416815742398,559,42
20210828,ios,分类标签页-一级页,全部,女生,人物,total,0.10679611650485436,618,66
20210828,ios,分类标签页-一级页,全部,女生,全部分类,total,0.3708479020979021,4576,1697
20210828,ios,分类标签页-一级页,全部,女生,情节,total,0.1598984771573604,1576,252
20210828,ios,分类标签页-一级页,全部,女生,流派,total,0.0,2,0
20210828,ios,分类标签页-一级页,全部,女生,热门,total,0.06895796847635727,4568,315
20210828,ios,分类标签页-一级页,全部,女生,风格,total,0.21739130434782608,391,85
20210828,ios,分类标签页-一级页,全部,男生,人物,total,0.1755464480874317,1464,257
20210828,ios,分类标签页-一级页,全部,男生,全部分类,total,0.4320424501954943,10742,4641
20210828,ios,分类标签页-一级页,全部,男生,情节,total,0.3333333333333333,3,1
20210828,ios,分类标签页-一级页,全部,男生,流派,total,0.2868470149253731,2144,615
20210828,ios,分类标签页-一级页,全部,男生,热门,total,0.09236201449544694,10762,994
20210828,ios,分类标签页-一级页,全部,男生,风格,total,0.15217391304347827,1012,154
20210828,ios,分类标签页-查看更多,二级页,二级页,二级页,total,0.8522504892367906,1022,871
20210829,android,书库,免费,女生,人物,total,0.3467741935483871,1364,473
20210829,android,书库,免费,女生,情节,total,0.5481511580658269,2461,1349
20210829,android,书库,免费,女生,热门,total,0.20419063270336893,2434,497
20210829,android,书库,免费,女生,风格,total,0.17543859649122806,1026,180
20210829,android,书库,免费,男生,人物,total,0.12719495722647456,4442,565
20210829,android,书库,免费,男生,流派,total,0.5108002468627855,4861,2483
20210829,android,书库,免费,男生,热门,total,0.3352709155075773,4817,1615
20210829,android,书库,免费,男生,风格,total,0.10510510510510511,1998,210
20210829,android,书库,全部,女生,人物,total,0.35297691373025514,1646,581
20210829,android,书库,全部,女生,情节,total,0.6474089635854342,2856,1849
20210829,android,书库,全部,女生,热门,total,0.15007112375533427,2812,422
20210829,android,书库,全部,女生,风格,total,0.20738974970202623,839,174
20210829,android,书库,全部,男生,人物,total,0.2611672644277796,3067,801
20210829,android,书库,全部,男生,流派,total,0.5588138746033483,9139,5107
20210829,android,书库,全部,男生,热门,total,0.37502777160630973,9002,3376
20210829,android,书库,全部,男生,风格,total,0.23297491039426524,1674,390
20210829,android,分类标签页-一级页,免费,女生,人物,total,0.18351870576339738,3956,726
20210829,android,分类标签页-一级页,免费,女生,全部分类,total,0.4297786303074291,19289,8290
20210829,android,分类标签页-一级页,免费,女生,情节,total,0.1998227735932654,9028,1804
20210829,android,分类标签页-一级页,免费,女生,热门,total,0.11269158093638464,19052,2147
20210829,android,分类标签页-一级页,免费,女生,风格,total,0.18105743628756182,2629,476
20210829,android,分类标签页-一级页,免费,男生,人物,total,0.15520968439256377,6939,1077
20210829,android,分类标签页-一级页,免费,男生,全部分类,total,0.37937039813059387,45362,17209
20210829,android,分类标签页-一级页,免费,男生,流派,total,0.3260109835247129,10015,3265
20210829,android,分类标签页-一级页,免费,男生,热门,total,0.10443600711299082,41614,4346
20210829,android,分类标签页-一级页,免费,男生,风格,total,0.1211139896373057,4632,561
20210829,android,分类标签页-一级页,全部,女生,人物,total,0.152317880794702,3171,483
20210829,android,分类标签页-一级页,全部,女生,全部分类,total,0.5241250930752047,13430,7039
20210829,android,分类标签页-一级页,全部,女生,情节,total,0.24694636218799787,5649,1395
20210829,android,分类标签页-一级页,全部,女生,热门,total,0.1323286849602639,13338,1765
20210829,android,分类标签页-一级页,全部,女生,风格,total,0.2661560555289612,2089,556
20210829,android,分类标签页-一级页,全部,男生,人物,total,0.2052812858783008,8710,1788
20210829,android,分类标签页-一级页,全部,男生,全部分类,total,0.6138213411893944,40054,24586
20210829,android,分类标签页-一级页,全部,男生,流派,total,0.38145338879373625,12261,4677
20210829,android,分类标签页-一级页,全部,男生,热门,total,0.1709267269629047,38145,6520
20210829,android,分类标签页-一级页,全部,男生,风格,total,0.2045611610228058,5788,1184
20210829,android,分类标签页-查看更多,二级页,二级页,二级页,total,0.8336805981125138,8159,6802
20210829,ios,书库,全部,女生,人物,total,0.5,8,4
20210829,ios,书库,全部,女生,情节,total,0.56,25,14
20210829,ios,书库,全部,女生,风格,total,0.3333333333333333,6,2
20210829,ios,书库,全部,男生,人物,total,0.2857142857142857,21,6
20210829,ios,书库,全部,男生,流派,total,0.5333333333333333,60,32
20210829,ios,书库,全部,男生,风格,total,0.2,10,2
20210829,ios,分类标签页-一级页,免费,女生,人物,total,0.13893376413570274,619,86
20210829,ios,分类标签页-一级页,免费,女生,全部分类,total,0.27996289424860854,5390,1509
20210829,ios,分类标签页-一级页,免费,女生,情节,total,0.08511465215701516,2573,219
20210829,ios,分类标签页-一级页,免费,女生,流派,total,0.0,3,0
20210829,ios,分类标签页-一级页,免费,女生,热门,total,0.06205871423262728,5382,334
20210829,ios,分类标签页-一级页,免费,女生,风格,total,0.1252847380410023,439,55
20210829,ios,分类标签页-一级页,免费,男生,人物,total,0.11572327044025157,795,92
20210829,ios,分类标签页-一级页,免费,男生,全部分类,total,0.2315072435958937,10423,2413
20210829,ios,分类标签页-一级页,免费,男生,情节,total,0.0,2,0
20210829,ios,分类标签页-一级页,免费,男生,流派,total,0.22239146991622238,1313,292
20210829,ios,分类标签页-一级页,免费,男生,热门,total,0.047312859884836855,10420,493
20210829,ios,分类标签页-一级页,免费,男生,风格,total,0.08288288288288288,555,46
20210829,ios,分类标签页-一级页,全部,女生,人物,total,0.1450381679389313,655,95
20210829,ios,分类标签页-一级页,全部,女生,全部分类,total,0.36763431542461006,4616,1697
20210829,ios,分类标签页-一级页,全部,女生,情节,total,0.16171825647504737,1583,256
20210829,ios,分类标签页-一级页,全部,女生,流派,total,0.0,2,0
20210829,ios,分类标签页-一级页,全部,女生,热门,total,0.0743712055507372,4612,343
20210829,ios,分类标签页-一级页,全部,女生,风格,total,0.240990990990991,444,107
20210829,ios,分类标签页-一级页,全部,男生,人物,total,0.17639429312581065,1542,272
20210829,ios,分类标签页-一级页,全部,男生,全部分类,total,0.4305907937658572,11036,4752
20210829,ios,分类标签页-一级页,全部,男生,情节,total,0.0,2,0
20210829,ios,分类标签页-一级页,全部,男生,流派,total,0.2833935018050541,2216,628
20210829,ios,分类标签页-一级页,全部,男生,热门,total,0.09476354412031165,11038,1046
20210829,ios,分类标签页-一级页,全部,男生,风格,total,0.1647940074906367,1068,176
20210829,ios,分类标签页-查看更多,二级页,二级页,二级页,total,0.8616236162361623,1084,934
20210830,android,书库,免费,女生,人物,total,0.33599361532322425,1253,421
20210830,android,书库,免费,女生,情节,total,0.5695864828812806,2249,1281
20210830,android,书库,免费,女生,热门,total,0.2070524412296564,2212,458
20210830,android,书库,免费,女生,风格,total,0.18429661941112324,917,169
20210830,android,书库,免费,男生,人物,total,0.11384091461931403,4111,468
20210830,android,书库,免费,男生,流派,total,0.5096045197740113,4425,2255
20210830,android,书库,免费,男生,热门,total,0.35020519835841313,4386,1536
20210830,android,书库,免费,男生,风格,total,0.10362400906002266,1766,183
20210830,android,书库,全部,女生,人物,total,0.3680694722778891,1497,551
20210830,android,书库,全部,女生,情节,total,0.6303592120509849,2589,1632
20210830,android,书库,全部,女生,热门,total,0.15435978004713274,2546,393
20210830,android,书库,全部,女生,风格,total,0.18855656697009102,769,145
20210830,android,书库,全部,男生,人物,total,0.26802345636426356,2899,777
20210830,android,书库,全部,男生,流派,total,0.5606538237011092,8565,4802
20210830,android,书库,全部,男生,热门,total,0.3685521166844539,8433,3108
20210830,android,书库,全部,男生,风格,total,0.23692501575299307,1587,376
20210830,android,分类标签页-一级页,免费,女生,人物,total,0.18764044943820224,3560,668
20210830,android,分类标签页-一级页,免费,女生,全部分类,total,0.43592303000055455,18033,7861
20210830,android,分类标签页-一级页,免费,女生,情节,total,0.19946840642744956,8277,1651
20210830,android,分类标签页-一级页,免费,女生,热门,total,0.11216527255375287,17813,1998
20210830,android,分类标签页-一级页,免费,女生,风格,total,0.18566638725901088,2386,443
20210830,android,分类标签页-一级页,免费,男生,人物,total,0.16088230757365418,6483,1043
20210830,android,分类标签页-一级页,免费,男生,全部分类,total,0.3778418261471063,43370,16387
20210830,android,分类标签页-一级页,免费,男生,流派,total,0.33753308628904183,9445,3188
20210830,android,分类标签页-一级页,免费,男生,热门,total,0.10358866103739445,39792,4122
20210830,android,分类标签页-一级页,免费,男生,风格,total,0.1285681132513344,4309,554
20210830,android,分类标签页-一级页,全部,女生,人物,total,0.14132762312633834,2802,396
20210830,android,分类标签页-一级页,全部,女生,全部分类,total,0.5170841001840442,12497,6462
20210830,android,分类标签页-一级页,全部,女生,情节,total,0.24662360540223136,5109,1260
20210830,android,分类标签页-一级页,全部,女生,热门,total,0.12761674718196458,12420,1585
20210830,android,分类标签页-一级页,全部,女生,风格,total,0.24958949096880131,1827,456
20210830,android,分类标签页-一级页,全部,男生,人物,total,0.1993984208547437,7979,1591
20210830,android,分类标签页-一级页,全部,男生,全部分类,total,0.6177945849418315,38079,23525
20210830,android,分类标签页-一级页,全部,男生,流派,total,0.3791498331284033,11386,4317
20210830,android,分类标签页-一级页,全部,男生,热门,total,0.16914421247138642,36259,6133
20210830,android,分类标签页-一级页,全部,男生,风格,total,0.1985307967602185,5309,1054
20210830,android,分类标签页-查看更多,二级页,二级页,二级页,total,0.8270306258322238,7510,6211
20210830,ios,书库,全部,女生,人物,total,0.3,10,3
20210830,ios,书库,全部,女生,情节,total,0.4782608695652174,23,11
20210830,ios,书库,全部,女生,风格,total,0.42857142857142855,7,3
20210830,ios,书库,全部,男生,人物,total,0.2,20,4
20210830,ios,书库,全部,男生,流派,total,0.5254237288135594,59,31
20210830,ios,书库,全部,男生,风格,total,0.2,5,1
20210830,ios,分类标签页-一级页,免费,女生,人物,total,0.12437810945273632,603,75
20210830,ios,分类标签页-一级页,免费,女生,全部分类,total,0.2719836400817996,5379,1463
20210830,ios,分类标签页-一级页,免费,女生,情节,total,0.08571428571428572,2590,222
20210830,ios,分类标签页-一级页,免费,女生,流派,total,0.6666666666666666,3,2
20210830,ios,分类标签页-一级页,免费,女生,热门,total,0.05982109578829668,5366,321
20210830,ios,分类标签页-一级页,免费,女生,风格,total,0.1784841075794621,409,73
20210830,ios,分类标签页-一级页,免费,男生,人物,total,0.14099526066350712,844,119
20210830,ios,分类标签页-一级页,免费,男生,全部分类,total,0.23444338725023786,10510,2464
20210830,ios,分类标签页-一级页,免费,男生,情节,total,0.3333333333333333,3,1
20210830,ios,分类标签页-一级页,免费,男生,流派,total,0.22302158273381295,1390,310
20210830,ios,分类标签页-一级页,免费,男生,热门,total,0.047396973446273916,10507,498
20210830,ios,分类标签页-一级页,免费,男生,风格,total,0.10152284263959391,591,60
20210830,ios,分类标签页-一级页,全部,女生,人物,total,0.09531772575250837,598,57
20210830,ios,分类标签页-一级页,全部,女生,全部分类,total,0.3673651359786001,4486,1648
20210830,ios,分类标签页-一级页,全部,女生,情节,total,0.15394736842105264,1520,234
20210830,ios,分类标签页-一级页,全部,女生,流派,total,0.0,5,0
20210830,ios,分类标签页-一级页,全部,女生,热门,total,0.06465997770345597,4485,290
20210830,ios,分类标签页-一级页,全部,女生,风格,total,0.22193211488250653,383,85
20210830,ios,分类标签页-一级页,全部,男生,人物,total,0.16496815286624203,1570,259
20210830,ios,分类标签页-一级页,全部,男生,全部分类,total,0.4346466541588493,11193,4865
20210830,ios,分类标签页-一级页,全部,男生,情节,total,0.0,3,0
20210830,ios,分类标签页-一级页,全部,男生,流派,total,0.2895092300765421,2221,643
20210830,ios,分类标签页-一级页,全部,男生,热门,total,0.09094970070579826,11193,1018
20210830,ios,分类标签页-一级页,全部,男生,风格,total,0.17472118959107807,1076,188
20210830,ios,分类标签页-查看更多,二级页,二级页,二级页,total,0.8352272727272727,1056,882
20210831,android,书库,免费,女生,人物,total,0.3137254901960784,1071,336
20210831,android,书库,免费,女生,情节,total,0.5612348178137652,1976,1109
20210831,android,书库,免费,女生,热门,total,0.18957588145120083,1957,371
20210831,android,书库,免费,女生,风格,total,0.14893617021276595,752,112
20210831,android,书库,免费,男生,人物,total,0.10786868160500261,3838,414
20210831,android,书库,免费,男生,流派,total,0.4995164410058027,4136,2066
20210831,android,书库,免费,男生,热门,total,0.3517073170731707,4100,1442
20210831,android,书库,免费,男生,风格,total,0.0979772439949431,1582,155
20210831,android,书库,全部,女生,人物,total,0.35038167938931297,1310,459
20210831,android,书库,全部,女生,情节,total,0.6265112262521589,2316,1451
20210831,android,书库,全部,女生,热门,total,0.1541501976284585,2277,351
20210831,android,书库,全部,女生,风格,total,0.19736842105263158,684,135
20210831,android,书库,全部,男生,人物,total,0.25681818181818183,2640,678
20210831,android,书库,全部,男生,流派,total,0.5584853786553362,8002,4469
20210831,android,书库,全部,男生,热门,total,0.3650248186330661,7857,2868
20210831,android,书库,全部,男生,风格,total,0.22053756030323915,1451,320
20210831,android,分类标签页-一级页,免费,女生,人物,total,0.18374338212394892,3211,590
20210831,android,分类标签页-一级页,免费,女生,全部分类,total,0.43093093093093093,16650,7175
20210831,android,分类标签页-一级页,免费,女生,情节,total,0.20050491629019399,7526,1509
20210831,android,分类标签页-一级页,免费,女生,热门,total,0.11303344867358708,16473,1862
20210831,android,分类标签页-一级页,免费,女生,风格,total,0.17668825161887142,2162,382
20210831,android,分类标签页-一级页,免费,男生,人物,total,0.15944685104965012,6002,957
20210831,android,分类标签页-一级页,免费,男生,全部分类,total,0.3779086608091146,41428,15656
20210831,android,分类标签页-一级页,免费,男生,流派,total,0.32644956314535345,8813,2877
20210831,android,分类标签页-一级页,免费,男生,热门,total,0.10100691432026711,38037,3842
20210831,android,分类标签页-一级页,免费,男生,风格,total,0.12234175631723793,3997,489
20210831,android,分类标签页-一级页,全部,女生,人物,total,0.13280318091451293,2515,334
20210831,android,分类标签页-一级页,全部,女生,全部分类,total,0.5116854315933128,11724,5999
20210831,android,分类标签页-一级页,全部,女生,情节,total,0.2336065573770492,4636,1083
20210831,android,分类标签页-一级页,全部,女生,热门,total,0.1257304915778618,11636,1463
20210831,android,分类标签页-一级页,全部,女生,风格,total,0.24463007159904535,1676,410
20210831,android,分类标签页-一级页,全部,男生,人物,total,0.1952902963865205,7389,1443
20210831,android,分类标签页-一级页,全部,男生,全部分类,total,0.614997813729777,36592,22504
20210831,android,分类标签页-一级页,全部,男生,流派,total,0.37104326652931263,10678,3962
20210831,android,分类标签页-一级页,全部,男生,热门,total,0.16068920042429977,34881,5605
20210831,android,分类标签页-一级页,全部,男生,风格,total,0.2007833436404865,4851,974
20210831,android,分类标签页-查看更多,二级页,二级页,二级页,total,0.8288447387785136,6795,5632
20210831,ios,书库,全部,女生,人物,total,0.05263157894736842,19,1
20210831,ios,书库,全部,女生,情节,total,0.6451612903225806,31,20
20210831,ios,书库,全部,女生,风格,total,0.4444444444444444,9,4
20210831,ios,书库,全部,男生,人物,total,0.21052631578947367,19,4
20210831,ios,书库,全部,男生,流派,total,0.5964912280701754,57,34
20210831,ios,书库,全部,男生,风格,total,0.4,10,4
20210831,ios,分类标签页-一级页,免费,女生,人物,total,0.1157167530224525,579,67
20210831,ios,分类标签页-一级页,免费,女生,全部分类,total,0.2640513013956997,5302,1400
20210831,ios,分类标签页-一级页,免费,女生,情节,total,0.07984496124031008,2580,206
20210831,ios,分类标签页-一级页,免费,女生,流派,total,0.0,2,0
20210831,ios,分类标签页-一级页,免费,女生,热门,total,0.05478934441715473,5293,290
20210831,ios,分类标签页-一级页,免费,女生,风格,total,0.1966019417475728,412,81
20210831,ios,分类标签页-一级页,免费,男生,人物,total,0.11149425287356322,870,97
20210831,ios,分类标签页-一级页,免费,男生,全部分类,total,0.23273609555804406,10716,2494
20210831,ios,分类标签页-一级页,免费,男生,情节,total,1.0,1,1
20210831,ios,分类标签页-一级页,免费,男生,流派,total,0.20554765291607396,1406,289
20210831,ios,分类标签页-一级页,免费,男生,热门,total,0.046774344132200545,10711,501
20210831,ios,分类标签页-一级页,免费,男生,风格,total,0.08538587848932677,609,52
20210831,ios,分类标签页-一级页,全部,女生,人物,total,0.1445993031358885,574,83
20210831,ios,分类标签页-一级页,全部,女生,全部分类,total,0.3564356435643564,4444,1584
20210831,ios,分类标签页-一级页,全部,女生,情节,total,0.15729585006693442,1494,235
20210831,ios,分类标签页-一级页,全部,女生,流派,total,0.0,3,0
20210831,ios,分类标签页-一级页,全部,女生,热门,total,0.07278053177106805,4438,323
20210831,ios,分类标签页-一级页,全部,女生,风格,total,0.20053475935828877,374,75
20210831,ios,分类标签页-一级页,全部,男生,人物,total,0.155257586450247,1417,220
20210831,ios,分类标签页-一级页,全部,男生,全部分类,total,0.4355644355644356,11011,4796
20210831,ios,分类标签页-一级页,全部,男生,情节,total,0.0,2,0
20210831,ios,分类标签页-一级页,全部,男生,流派,total,0.2683982683982684,2079,558
20210831,ios,分类标签页-一级页,全部,男生,热门,total,0.08769063180827887,11016,966
20210831,ios,分类标签页-一级页,全部,男生,风格,total,0.15966386554621848,952,152
20210831,ios,分类标签页-查看更多,二级页,二级页,二级页,total,0.8333333333333334,966,805
